1,Óscar Córdoba,Colombiano,24,Portero,1,oscarcordoba.jpg
1,Andrés Escobar ,Colombiano,27,Defensa,2,andresescobar.jpg
1,Alexis Mendoza,Colombiano,33,Defensa,3,alexismendoza.jpg
1,Luis Fernando Herrera,Colombiano,32,Defensa,4,luisfernandoherrera.jpg
1,Hermán Gaviria ,Colombiano,24,Mediocampista,5,hermangaviria.jpg
1,Gabriel Jaime Gómez,Colombiano,34,Mediocampista,6,gabrieljaimegomez.jpg
1,Antony de Ávila,Colombiano,31,Delantero,7,antonydeavila.jpg
1,John Harold Lozano,Colombiano,22,Mediocampista,8,johnharoldlozano.jpg
1,Iván René Valenciano,Colombiano,22,Delantero,9,ivanrenevalenciano.jpg
1,Carlos Valderrama  ,Colombiano,32,Mediocampista,10,carlosvalderrama.jpg
1,Adolfo Valencia,Colombiano,26,Delantero,11,adolfovalencia.jpg
1,Faryd Mondragón,Colombiano,23,Portero,12,farydmondragon.jpg
1,Néstor Ortiz,Colombiano,26,Defensa,13,nestorortiz.jpg
1,Leonel Álvarez,Colombiano,28,Mediocampista,14,leonelalvarez.jpg
1,Luis Carlos Perea,Colombiano,30,Defensa,15,luiscarlosperea.jpg
1,Víctor Hugo Aristizábal,Colombiano,22,Delantero,16,victorhugoaristizabal.jpg
1,Mauricio Serna,Colombiano,26,Mediocampista,17,mauricioserna.jpg
1,Óscar Fernando Cortés,Colombiano,25,Defensa,18,oscarfernandocortes.jpg
1,Freddy Rincón ,Colombiano,27,Mediocampista,19,freddyrincon.jpg
1,Wilson Pérez,Colombiano,26,Defensa,20,wilsonperez.jpg
1,Faustino Asprilla,Colombiano,24,Delantero,21,faustinoasprilla.jpg
1,José María Pazo,Colombiano,30,Portero,22,josemariapazo.jpg
2,Florin Prunea,Rumano,25,Portero,1,foto.jpg
2,Dan Petrescu,Rumano,26,Defensa,2,foto.jpg
2,Daniel Prodan,Rumano,22,Defensa,3,foto.jpg
2,Miodrag Belodedici,Rumano,30,Defensa,4,foto.jpg
2,Ioan Lupescu,Rumano,25,Mediocampista,5,foto.jpg
2,Gheorghe Popescu,Rumano,26,Mediocampista,6,foto.jpg
2,Dorinel Munteanu,Rumano,25,Mediocampista,7,foto.jpg
2,Iulian Chiriță,Rumano,27,Mediocampista,8,foto.jpg
2,Florin Răducioiu,Rumano,24,Delantero,9,foto.jpg
2,Gheorghe Hagi  ,Rumano,29,Mediocampista,10,foto.jpg
2,Ilie Dumitrescu,Rumano,25,Delantero,11,foto.jpg
2,Bogdan Stelea,Rumano,26,Portero,12,foto.jpg
2,Tibor Selymes,Rumano,24,Defensa,13,foto.jpg
2,Gheorghe Mihali,Rumano,28,Defensa,14,foto.jpg
2,Basarab Panduru,Rumano,23,Mediocampista,15,foto.jpg
2,Ion Vlădoiu,Rumano,25,Delantero,16,foto.jpg
2,Viorel Moldovan,Rumano,21,Delantero,17,foto.jpg
2,Constantin Gâlcă,Rumano,22,Mediocampista,18,foto.jpg
2,Corneliu Papură,Rumano,20,Defensa,19,foto.jpg
2,Ovidiu Stîngă,Rumano,21,Mediocampista,20,foto.jpg
2,Marian Ivan,Rumano,25,Delantero,21,foto.jpg
2,Ștefan Preda,Rumano,23,Portero,22,foto.jpg
3,Marco Pascolo,Suizo,28,Portero,1,foto.jpg
3,Marc Hottiger,Suizo,26,Defensa,2,foto.jpg
3,Yvan Quentin,Suizo,24,Defensa,3,foto.jpg
3,Dominique Herr,Suizo,28,Mediocampista,4,foto.jpg
3,Alain Geiger Capitán,Suizo,33,Defensa,5,foto.jpg
3,Georges Bregy,Suizo,36,Mediocampista,6,foto.jpg
3,Alain Sutter,Suizo,26,Mediocampista,7,foto.jpg
3,Christophe Ohrel,Suizo,26,Defensa,8,foto.jpg
3,Adrian Knup,Suizo,25,Delantero,9,foto.jpg
3,Ciriaco Sforza,Suizo,24,Mediocampista,10,foto.jpg
3,Stéphane Chapuisat,Suizo,24,Delantero,11,foto.jpg
3,Stephan Lehmann,Suizo,30,Portero,12,foto.jpg
3,André Egli,Suizo,36,Defensa,13,foto.jpg
3,Nestor Subiat,Suizo,28,Delantero,14,foto.jpg
3,Marco Grassi,Suizo,25,Delantero,15,foto.jpg
3,Thomas Bickel,Suizo,30,Mediocampista,16,foto.jpg
3,Sébastien Fournier,Suizo,22,Mediocampista,17,foto.jpg
3,Martin Rueda,Suizo,31,Defensa,18,foto.jpg
3,Jürg Studer,Suizo,27,Defensa,19,foto.jpg
3,Patrick Sylvestre,Suizo,25,Mediocampista,20,foto.jpg
3,Thomas Wyss,Suizo,27,Mediocampista,21,foto.jpg
3,Martin Brunner,Suizo,31,Portero,22,foto.jpg
4,Tony Meola,Estadounidense,25,Portero,1,foto.jpg
4,Mike Lapper,Estadounidense,23,Defensa,2,foto.jpg
4,Mike Burns,Estadounidense,23,Defensa,3,foto.jpg
4,Cle Kooiman,Estadounidense,30,Defensa,4,foto.jpg
4,Thomas Dooley,Estadounidense,32,Mediocampista,5,foto.jpg
4,John Harkes,Estadounidense,27,Mediocampista,6,foto.jpg
4,Hugo Pérez,Estadounidense,30,Mediocampista,7,foto.jpg
4,Earnie Stewart,Estadounidense,25,Delantero,8,foto.jpg
4,Tab Ramos,Estadounidense,27,Mediocampista,9,foto.jpg
4,Roy Wegerle,Estadounidense,30,Delantero,10,foto.jpg
4,Eric Wynalda,Estadounidense,25,Delantero,11,foto.jpg
4,Juergen Sommer,Estadounidense,25,Portero,12,foto.jpg
4,Cobi Jones,Estadounidense,24,Mediocampista,13,foto.jpg
4,Frank Klopas,Estadounidense,27,Delantero,14,foto.jpg
4,Joe-Max Moore,Estadounidense,23,Delantero,15,foto.jpg
4,Mike Sorber,Estadounidense,23,Mediocampista,16,foto.jpg
4,Marcelo Balboa,Estadounidense,26,Defensa,17,foto.jpg
4,Brad Friedel,Estadounidense,23,Portero,18,foto.jpg
4,Claudio Reyna,Estadounidense,20,Mediocampista,19,foto.jpg
4,Paul Caligiuri,Estadounidense,30,Defensa,20,foto.jpg
4,Fernando Clavijo,Estadounidense,38,Defensa,21,foto.jpg
4,Alexi Lalas,Estadounidense,24,Defensa,22,foto.jpg
5,Cláudio Taffarel,Brasilero,28,Portero,1,foto.jpg
5,Jorginho,Brasilero,29,Defensa,2,foto.jpg
5,Ricardo Rocha,Brasilero,31,Defensa,3,foto.jpg
5,Ronaldão,Brasilero,28,Defensa,4,foto.jpg
5,Mauro Silva,Brasilero,26,Mediocampista,5,foto.jpg
5,Branco,Brasilero,30,Defensa,6,foto.jpg
5,Bebeto,Brasilero,30,Delantero,7,foto.jpg
5,Dunga,Brasilero,30,Mediocampista,8,foto.jpg
